customer,Arrival t,Service t,service begins,service ends,Idle t,Waiting t in queue,t in system,avg queue,avg idle
823,284.0159285503333,0.5389920179069562,284.3546111399324,284.8936031578393,0.0,0.33868258959910236,0.8776746075060373,0.7000803502383194,0.23815805410379684
824,284.0970967441342,0.08850750117723091,284.8936031578393,284.98211065901654,0.0,0.7965064137051172,0.8850139148823359,0.7000803502383194,0.23815805410379684
825,284.50461008755747,0.5877674056661145,284.98211065901654,285.56987806468265,0.0,0.47750057145907476,1.0652679771251883,0.7000803502383194,0.23815805410379684
826,285.2618370461337,0.8573032002491453,285.56987806468265,286.4271812649318,0.0,0.3080410185489768,1.1653442187981113,0.7000803502383194,0.23815805410379684
827,285.31655717976935,0.04436890049811145,286.4271812649318,286.4715501654299,0.0,1.110624085162442,1.1549929856605559,0.7000803502383194,0.23815805410379684
828,285.63794884447253,0.6286971049654992,286.4715501654299,287.1002472703954,0.0,0.8336013209573707,1.4622984259228815,0.7000803502383194,0.23815805410379684
829,285.6926956927478,0.2625684714276637,287.1002472703954,287.36281574182306,0.0,1.4075515776476095,1.6701200490752512,0.7000803502383194,0.23815805410379684
830,285.9972440472644,0.35914842711785694,287.36281574182306,287.72196416894093,0.0,1.3655716945586391,1.724720121676512,0.7000803502383194,0.23815805410379684
831,286.0625553032281,0.04929725644022737,287.72196416894093,287.77126142538117,0.0,1.6594088657128054,1.7087061221530462,0.7000803502383194,0.23815805410379684
832,286.0898305079523,0.27552037098386795,287.77126142538117,288.04678179636505,0.0,1.6814309174288837,1.9569512884127676,0.7000803502383194,0.23815805410379684
833,286.49872329135195,0.2129939957816231,288.04678179636505,288.2597757921467,0.0,1.5480585050131026,1.761052500794733,0.7000803502383194,0.23815805410379684
834,286.54943647664044,0.4828577242005508,288.2597757921467,288.7426335163472,0.0,1.7103393155062463,2.1931970397067744,0.7000803502383194,0.23815805410379684
835,286.7222466796538,0.49626014773829547,288.7426335163472,289.2388936640855,0.0,2.020386836693433,2.516646984431702,0.7000803502383194,0.23815805410379684
836,286.83281630118233,0.13262852231218972,289.2388936640855,289.37152218639767,0.0,2.4060773629031473,2.538705885215336,0.7000803502383194,0.23815805410379684
837,286.9591548145345,0.10957155016142328,289.37152218639767,289.4810937365591,0.0,2.4123673718631835,2.521938922024617,0.7000803502383194,0.23815805410379684
838,287.4577287693079,0.22002998087472245,289.4810937365591,289.7011237174338,0.0,2.0233649672512115,2.2433949481259106,0.7000803502383194,0.23815805410379684
839,287.6179363898223,0.15370395904083423,289.7011237174338,289.85482767647466,0.0,2.0831873276114834,2.2368912866523374,0.7000803502383194,0.23815805410379684
840,288.1028160206036,0.008747498613773342,289.85482767647466,289.86357517508844,0.0,1.7520116558710583,1.7607591544848447,0.7000803502383194,0.23815805410379684
841,288.7462620673109,0.22660462899524728,289.86357517508844,290.0901798040837,0.0,1.1173131077775338,1.3439177367727666,0.7000803502383194,0.23815805410379684
842,288.7959122201438,0.4806377235920446,290.0901798040837,290.57081752767573,0.0,1.2942675839398703,1.7749053075319239,0.7000803502383194,0.23815805410379684
843,288.8265449205868,0.4103653488841766,290.57081752767573,290.9811828765599,0.0,1.7442726070889307,2.154637955973101,0.7000803502383194,0.23815805410379684
844,289.18745612371055,0.06697129442036207,290.9811828765599,291.04815417098024,0.0,1.7937267528493521,1.8606980472696932,0.7000803502383194,0.23815805410379684
845,289.22069648894035,0.18997011271805264,291.04815417098024,291.2381242836983,0.0,1.827457682039892,2.017427794757964,0.7000803502383194,0.23815805410379684
846,289.61259115044174,0.21153823298743119,291.2381242836983,291.44966251668575,0.0,1.6255331332565675,1.837071366244004,0.7000803502383194,0.23815805410379684
847,289.64057167532184,0.44909180133836435,291.44966251668575,291.8987543180241,0.0,1.8090908413639113,2.258182642702252,0.7000803502383194,0.23815805410379684
848,289.8505444050574,0.8637435784174889,291.8987543180241,292.7624978964416,0.0,2.0482099129666835,2.9119534913841676,0.7000803502383194,0.23815805410379684
849,289.94003840825866,0.20779508791898282,292.7624978964416,292.9702929843606,0.0,2.822459488182915,3.0302545761019246,0.7000803502383194,0.23815805410379684
850,289.9815833894913,0.08358447336758758,292.9702929843606,293.05387745772816,0.0,2.988709594869306,3.0722940682368858,0.7000803502383194,0.23815805410379684
851,290.9071421375245,0.03477816844995852,293.05387745772816,293.08865562617814,0.0,2.1467353202036747,2.18151348865365,0.7000803502383194,0.23815805410379684
852,291.0699517437542,0.1829935752496934,293.08865562617814,293.2716492014278,0.0,2.0187038824239494,2.2016974576736175,0.7000803502383194,0.23815805410379684
853,291.31724969334726,0.10315726205985774,293.2716492014278,293.3748064634877,0.0,1.9543995080805416,2.0575567701404225,0.7000803502383194,0.23815805410379684
854,291.5688412480112,0.2617793237634854,293.3748064634877,293.6365857872512,0.0,1.8059652154764763,2.067744539239982,0.7000803502383194,0.23815805410379684
855,291.68640289289226,0.017311933819268956,293.6365857872512,293.65389772107045,0.0,1.9501828943589317,1.9674948281781894,0.7000803502383194,0.23815805410379684
856,291.7882481341982,0.619776800018276,293.65389772107045,294.2736745210887,0.0,1.8656495868722232,2.485426386890481,0.7000803502383194,0.23815805410379684
